鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
朴子市,土地,菜埔段永和小段31~60地號,307.71,,特定農業區,農牧用地,1090116,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,3250,,0.0,0,共有人買回,RPPNMLPKKHPFFBQ56CA
東石鄉,土地,洲仔段洲仔小段211~240地號,671.0,,一般農業區,農牧用地,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1330000,1982,,0.0,0,,RPXNMLRLKHPFFBQ67CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉興南村12鄰頭橋路691~720號,30.4,住,,,1090108,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811130,83.63,3,2,2,有,有,2250000,26904,,0.0,0,,RPQNMLNKKHPFFCQ56CA
溪口鄉,土地,本廳段301~330地號,1404.0,,特定農業區,農牧用地,1090130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1755500,1250,,0.0,0,,RPWNMLNKKHPFFCQ17CA
溪口鄉,土地,溪東段721~750地號,95.59,商,,,1090120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3469900,36300,,0.0,0,,RPXNMLNKKHPFFCQ27CA
新港鄉,土地,公園段331~360地號,210.0,其他,,,1090106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9009000,42900,,0.0,0,協議價購案件,RPRNMLOKKHPFFCQ76CA
大林鎮,房地(土地+建物),嘉義縣大林鎮三和里中興路二段1巷1~30號,95.62,,特定農業區,甲種建築用地,1090113,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710504,122.29,2,1,1,有,無,4300000,35162,,0.0,0,,RPPNMLPKKHPFFCQ66CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,97.15,,鄉村區,乙種建築用地,1080416,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,179.63,4,3,3,有,無,8600000,47876,,0.0,0,,RPUOMLTKKHPFFCQ67CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,111.51,,鄉村區,乙種建築用地,1070327,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,202.0,4,3,3,有,無,8500000,42079,,0.0,0,,RPVOMLTKKHPFFCQ77CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,100.72,,鄉村區,乙種建築用地,1080309,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,180.53,4,3,3,有,無,8600000,47638,,0.0,0,,RPWOMLTKKHPFFCQ87CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,99.37,,鄉村區,乙種建築用地,1080309,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,180.53,4,3,3,有,無,8600000,47638,,0.0,0,,RPXOMLTKKHPFFCQ97CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,199.34,,鄉村區,乙種建築用地,1070227,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,382.33,6,2,5,有,無,17300000,45249,,0.0,0,,RPWNMLKLKHPFFCQ96CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,100.79,,鄉村區,乙種建築用地,1080730,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,179.63,3,3,3,有,無,8600000,47876,,0.0,0,,RPXNMLKLKHPFFCQ07CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,101.14,,鄉村區,乙種建築用地,1080522,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,179.63,4,3,3,有,無,8600000,47876,,0.0,0,,RPOOMLKLKHPFFCQ88CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,113.17,,鄉村區,乙種建築用地,1070328,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,198.0,4,3,3,有,無,8600000,43434,,0.0,0,,RPPOMLKLKHPFFCQ98CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,94.8,,鄉村區,乙種建築用地,1080124,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,172.02,3,3,3,有,無,8200000,47669,,0.0,0,,RPQOMLTKKHPFFCQ27CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮1~30號,96.75,,鄉村區,乙種建築用地,1080907,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081204,180.53,3,3,3,有,無,8800000,48745,,0.0,0,,RPSOMLTKKHPFFCQ47CA
民雄鄉,土地,新庄段2581~2610地號,3865.37,農,,,1081209,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14000000,3622,,0.0,0,,RPUNMLOLKHPFFCQ17CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子31~60號,118.57,商,,,1070315,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080815,184.8,4,2,4,有,無,7900000,42749,,0.0,0,,RPWNMLSJLHPFFCQ67CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子31~60號,127.48,商,,,1070402,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080815,184.89,4,2,4,有,無,8400000,45432,,0.0,0,,RPXNMLSJLHPFFCQ77CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子31~60號,150.39,商,,,1070313,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080815,227.93,4,2,4,有,無,9680000,42469,,0.0,0,,RPQOMLSJLHPFFCQ17CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子31~60號,125.25,商,,,1070709,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080815,211.75,4,2,4,有,無,8830000,41700,,0.0,0,,RPSOMLSJLHPFFCQ37CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子31~60號,120.0,商,,,1070619,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1080815,211.53,4,2,4,有,無,8660000,40940,,0.0,0,,RPWOMLSJLHPFFCQ77CA
新港鄉,土地,大潭段精忠小段331~360地號,560.0,,鄉村區,乙種建築用地,1081128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7630000,13625,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLKKLHPFFCQ88CA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和興村中正新?1~30號,98.5,住,,,1090114,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0690318,124.22,3,3,2,有,無,4000000,32201,,0.0,0,,RPSNMLMKKHPFFDQ76CA
