鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新莊區,建物,新北市新莊區幸福路721~750號,0.0,住,,,1091125,土地0建物1車位0,見其他登記事項,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790709,200.08999999999997,5,2,3,有,有,有,28500,142,,0.0,0,,RPSVMLLKKIPFFBF09CC
五股區,建物,新北市五股區新五路三段211~240號,0.0,商,,,1091112,土地0建物1車位1,六層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060104,161.79000000000002,3,2,2,有,有,有,19400,120,坡道平面,0.0,3000,國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPTVMLLKKIPFFBF56CC
新莊區,建物,新北市新莊區新崑路91~120號,0.0,商,,,1091113,土地0建物1車位1,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060419,131.06,3,1,1,有,有,有,21000,185,坡道平面,23.17,1000,此為新北市社會住宅包租代管計劃之物件，評定市價租金為23947，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為20000。管理費另收2748元。汽車停車位每月1000元。,RPVVMLLKKIPFFBF76CC
板橋區,房地(土地+建物),新北市板橋區四川路二段241~270號,4.38,住,,,1091125,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,40.86,1,0,1,有,有,有,11000,269,,0.0,0,,RPXNMLLKKIPFFAF68CC
土城區,建物,新北市土城區青仁路31~60號,0.0,住,,,1091127,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820906,137.87,4,2,2,有,有,有,20200,147,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22444，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為20200,RPUQMLLKKIPFFAF68CC
板橋區,建物,新北市板橋區文化路一段331~360號,0.0,住,,,1091127,土地0建物1車位1,十六層,40,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,83.91,1,1,1,有,有,有,39164,467,坡道平面,28.94,0,每月租金為新台幣參萬玖仟壹佰陸拾肆元整含10%代扣繳，二代健保1.91%,RPOSMLLKKIPFFAF28CC
板橋區,建物,新北市板橋區縣民大道三段205巷1~30號,0.0,住,,,1091118,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.25,0,0,0,無,無,無,19800,267,,0.0,0,,RPQSMLLKKIPFFAF48CC
土城區,建物,新北市土城區金城路三段33巷1~30號,0.0,住,,,1091125,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991228,82.34,2,2,1,有,有,有,22000,267,,0.0,0,,RPSSMLLKKIPFFAF68CC
土城區,建物,新北市土城區福安街55巷1~30號,0.0,住,,,1091113,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860202,109.16,4,2,2,有,無,有,16200,148,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為21357，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為16200。,RPUSMLLKKIPFFAF88CC
汐止區,建物,新北市汐止區大同路二段301~330號,0.0,住,,,1091209,土地0建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831024,59.480000000000004,2,1,1,有,有,有,19000,319,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為21111，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為19000,RPVNMLLKKIPFFDF78CC
汐止區,房地(土地+建物),新北市汐止區新臺五路二段110巷1~30號,12.76,住,,,1091208,土地1建物1車位0,二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880118,109.0,3,2,2,有,有,有,25500,234,,0.0,0,租金包含管理費、第四台及所有傢俱家電,RPXOMLLKKIPFFDF09CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,13.67,住,,,1091206,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,116.26,3,2,1,有,有,有,20000,172,坡道平面,37.86,0,,RPQPMLLKKIPFFEF58CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段361~390號,5.66,住,,,1091210,土地1建物1車位1,十八層,29,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080822,78.11,1,1,1,有,有,有,11000,141,坡道機械,12.99,0,,RPSQMLLKKIPFFEF88CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段361~390號,5.66,住,,,1091207,土地1建物1車位1,九層,29,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080822,78.11,1,1,1,有,有,有,12000,154,坡道機械,12.99,0,,RPTQMLLKKIPFFEF98CC
三重區,建物,新北市三重區信義西街1巷7弄1~30號,0.0,住,,,1091201,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0640325,52.05,2,2,1,有,無,有,18000,346,,0.0,0,,RPRSMLLKKIPFFGF56CC
蘆洲區,建物,新北市蘆洲區復興路61~90號,0.0,住,,,1091112,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671024,92.0,3,2,1,有,無,有,20200,220,,0.0,0,,RPOTMLLKKIPFFGF98CC
中和區,建物,新北市中和區連城路347巷2弄1~30號,0.0,住,,,1091127,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0641115,66.05,3,1,2,有,無,有,20000,303,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22222，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為20000,RPWPMLLKKIPFFHF86CC
中和區,建物,新北市中和區景德街1~30號,0.0,住,,,1091210,土地0建物1車位0,十三層,15,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1060120,40.11,1,1,1,有,有,有,15100,376,,0.0,0,,RPOQMLLKKIPFFHF78CC
